timestamp,accumulated_power,heart_rate,137,138,enhanced_speed,power,90,cadence,distance
2023-10-08 12:54:50+00:00,540002,151.0,87.0,84.0,4.507,406.0,0.0,89.0,5794.53
2023-10-08 12:54:51+00:00,540409,151.0,87.0,84.0,4.488,407.0,0.0,89.0,5801.07
2023-10-08 12:54:52+00:00,540823,151.0,87.0,84.0,4.525,414.0,0.0,89.0,5804.55
2023-10-08 12:54:53+00:00,541248,150.0,87.0,84.0,4.544,425.0,0.0,88.0,5808.53
2023-10-08 12:54:54+00:00,541675,150.0,87.0,84.0,4.544,427.0,0.0,88.0,5813.87
2023-10-08 12:54:55+00:00,542102,150.0,87.0,84.0,4.544,427.0,0.0,88.0,5819.97
2023-10-08 12:54:56+00:00,542529,150.0,87.0,84.0,4.609,427.0,0.0,88.0,5823.19
2023-10-08 12:54:57+00:00,542952,149.0,87.0,84.0,4.609,423.0,0.0,88.0,5826.33
2023-10-08 12:54:58+00:00,543370,149.0,87.0,84.0,4.6,418.0,0.0,88.0,5829.32
2023-10-08 12:54:59+00:00,543772,149.0,86.0,84.0,4.469,402.0,0.0,88.0,5833.31
2023-10-08 12:55:00+00:00,544157,149.0,86.0,84.0,4.329,385.0,0.0,87.0,5837.14
2023-10-08 12:55:01+00:00,544540,149.0,86.0,84.0,4.283,383.0,0.0,87.0,5838.97
2023-10-08 12:55:02+00:00,544921,149.0,86.0,84.0,4.283,381.0,0.0,87.0,5841.46
2023-10-08 12:55:03+00:00,545293,148.0,86.0,84.0,4.236,372.0,0.0,87.0,5845.3
2023-10-08 12:55:04+00:00,545636,148.0,86.0,84.0,3.938,343.0,0.0,87.0,5849.99
2023-10-08 12:55:05+00:00,545979,148.0,86.0,84.0,3.938,343.0,0.0,88.0,5854.53
2023-10-08 12:55:06+00:00,546341,147.0,86.0,84.0,4.124,362.0,0.0,88.0,5859.24
2023-10-08 12:55:07+00:00,546707,147.0,86.0,84.0,4.189,366.0,0.0,88.0,5864.59
2023-10-08 12:55:08+00:00,547103,147.0,86.0,84.0,4.264,396.0,0.0,88.0,5867.06
2023-10-08 12:55:09+00:00,547507,147.0,86.0,84.0,4.264,404.0,0.0,88.0,5870.22
2023-10-08 12:55:10+00:00,547897,146.0,86.0,84.0,4.199,390.0,0.0,88.0,5877.16
2023-10-08 12:55:11+00:00,548287,146.0,86.0,84.0,4.208,390.0,0.0,88.0,5881.14
2023-10-08 12:55:12+00:00,548676,146.0,86.0,84.0,4.255,389.0,0.0,88.0,5885.28
2023-10-08 12:55:13+00:00,549067,146.0,86.0,84.0,4.264,391.0,0.0,88.0,5890.56
2023-10-08 12:55:14+00:00,549464,146.0,86.0,84.0,4.273,397.0,0.0,88.0,5893.93
2023-10-08 12:55:15+00:00,549867,146.0,86.0,84.0,4.32,403.0,0.0,88.0,5898.77
2023-10-08 12:55:16+00:00,550266,146.0,86.0,84.0,4.339,399.0,0.0,88.0,5903.27
2023-10-08 12:55:17+00:00,550662,146.0,86.0,84.0,4.357,396.0,0.0,88.0,5906.95
2023-10-08 12:55:18+00:00,551053,146.0,86.0,84.0,4.357,391.0,0.0,87.0,5910.88
2023-10-08 12:55:19+00:00,551438,146.0,86.0,84.0,4.348,385.0,0.0,87.0,5917.22
2023-10-08 12:55:20+00:00,551822,146.0,86.0,84.0,4.357,384.0,0.0,88.0,5922.61
2023-10-08 12:55:21+00:00,552220,146.0,86.0,84.0,4.404,398.0,0.0,88.0,5927.74
2023-10-08 12:55:22+00:00,552625,146.0,86.0,84.0,4.432,405.0,0.0,88.0,5933.06
2023-10-08 12:55:23+00:00,553041,146.0,86.0,84.0,4.469,416.0,0.0,87.0,5937.46
2023-10-08 12:55:24+00:00,553462,146.0,86.0,84.0,4.497,421.0,0.0,88.0,5943.08
2023-10-08 12:55:25+00:00,553889,146.0,86.0,84.0,4.525,427.0,0.0,88.0,5947.62
2023-10-08 12:55:26+00:00,554314,146.0,86.0,84.0,4.535,425.0,0.0,88.0,5951.97
2023-10-08 12:55:27+00:00,554734,146.0,86.0,84.0,4.535,420.0,0.0,88.0,5957.17
2023-10-08 12:55:28+00:00,555149,146.0,86.0,84.0,4.535,415.0,0.0,88.0,5960.7
2023-10-08 12:55:29+00:00,555556,146.0,86.0,84.0,4.516,407.0,0.0,88.0,5964.69
2023-10-08 12:55:30+00:00,555962,145.0,86.0,84.0,4.497,406.0,0.0,88.0,5967.74
2023-10-08 12:55:31+00:00,556367,145.0,86.0,84.0,4.469,405.0,0.0,88.0,5971.3
2023-10-08 12:55:32+00:00,556754,145.0,86.0,84.0,4.376,387.0,0.0,88.0,5975.7
2023-10-08 12:55:33+00:00,557139,145.0,86.0,84.0,4.367,385.0,0.0,88.0,5980.38
2023-10-08 12:55:34+00:00,557523,145.0,86.0,84.0,4.367,384.0,0.0,88.0,5984.4
2023-10-08 12:55:35+00:00,557911,145.0,86.0,84.0,4.395,388.0,0.0,88.0,5987.78
2023-10-08 12:55:36+00:00,558300,145.0,86.0,84.0,4.395,389.0,0.0,88.0,5990.39
2023-10-08 12:55:37+00:00,558675,145.0,86.0,84.0,4.329,375.0,0.0,88.0,5994.9
2023-10-08 12:55:38+00:00,559033,145.0,86.0,84.0,4.264,358.0,0.0,88.0,5998.64
2023-10-08 12:55:39+00:00,559389,145.0,86.0,84.0,4.245,356.0,0.0,88.0,6002.97
2023-10-08 12:55:40+00:00,559746,145.0,86.0,84.0,4.255,357.0,0.0,88.0,6007.82
2023-10-08 12:55:41+00:00,560106,145.0,86.0,84.0,4.264,360.0,0.0,89.0,6011.84
2023-10-08 12:55:42+00:00,560471,145.0,86.0,84.0,4.264,365.0,0.0,89.0,6015.85
2023-10-08 12:55:43+00:00,560849,145.0,86.0,84.0,4.264,378.0,0.0,89.0,6020.48
2023-10-08 12:55:44+00:00,561227,145.0,86.0,84.0,4.227,378.0,0.0,88.0,6026.6
2023-10-08 12:55:45+00:00,561609,145.0,86.0,84.0,4.227,382.0,0.0,88.0,6030.61
2023-10-08 12:55:46+00:00,562004,145.0,86.0,84.0,4.329,395.0,0.0,88.0,6034.34
2023-10-08 12:55:47+00:00,562402,145.0,86.0,84.0,4.329,398.0,0.0,88.0,6040.56
2023-10-08 12:55:48+00:00,562802,144.0,86.0,84.0,4.329,400.0,0.0,88.0,6046.19
2023-10-08 12:55:49+00:00,563221,144.0,86.0,84.0,4.423,419.0,0.0,88.0,6050.77
2023-10-08 12:55:50+00:00,563647,145.0,86.0,84.0,4.488,426.0,0.0,88.0,6053.72
2023-10-08 12:55:51+00:00,564076,144.0,86.0,84.0,4.488,429.0,0.0,88.0,6055.66
2023-10-08 12:55:52+00:00,564479,144.0,86.0,84.0,4.367,403.0,0.0,88.0,6057.85
2023-10-08 12:55:53+00:00,564854,144.0,86.0,84.0,4.199,375.0,0.0,88.0,6062.66
2023-10-08 12:55:54+00:00,565219,144.0,86.0,84.0,4.189,365.0,0.0,89.0,6067.18
2023-10-08 12:55:55+00:00,565595,144.0,86.0,84.0,4.385,376.0,0.0,89.0,6071.88
2023-10-08 12:55:56+00:00,565974,145.0,86.0,84.0,4.395,379.0,0.0,89.0,6075.81
2023-10-08 12:55:57+00:00,566363,145.0,86.0,84.0,4.395,389.0,0.0,89.0,6080.03
2023-10-08 12:55:58+00:00,566734,145.0,86.0,84.0,4.292,371.0,0.0,89.0,6083.07
2023-10-08 12:55:59+00:00,567097,145.0,86.0,84.0,4.283,363.0,0.0,89.0,6086.71
2023-10-08 12:56:00+00:00,567447,145.0,86.0,84.0,4.059,350.0,0.0,88.0,6091.36
2023-10-08 12:56:01+00:00,567802,145.0,86.0,84.0,4.059,355.0,0.0,88.0,6096.1
2023-10-08 12:56:02+00:00,568166,146.0,86.0,84.0,4.096,364.0,0.0,88.0,6100.44
2023-10-08 12:56:03+00:00,568541,146.0,86.0,84.0,4.18,375.0,0.0,88.0,6106.41
2023-10-08 12:56:04+00:00,568928,146.0,86.0,84.0,4.18,387.0,0.0,88.0,6111.33
2023-10-08 12:56:05+00:00,569336,146.0,86.0,84.0,4.292,408.0,0.0,87.0,6115.46
2023-10-08 12:56:06+00:00,569738,146.0,86.0,84.0,4.292,402.0,0.0,87.0,6120.13
2023-10-08 12:56:07+00:00,570132,146.0,86.0,84.0,4.301,394.0,0.0,87.0,6124.15
2023-10-08 12:56:08+00:00,570522,145.0,86.0,84.0,4.283,390.0,0.0,88.0,6128.75
2023-10-08 12:56:09+00:00,570905,145.0,86.0,84.0,4.292,383.0,0.0,88.0,6133.86
2023-10-08 12:56:10+00:00,571289,144.0,86.0,84.0,4.301,384.0,0.0,88.0,6138.53
2023-10-08 12:56:11+00:00,571681,145.0,86.0,84.0,4.329,392.0,0.0,88.0,6143.61
2023-10-08 12:56:12+00:00,572077,145.0,86.0,84.0,4.339,396.0,0.0,88.0,6147.65
2023-10-08 12:56:13+00:00,572477,145.0,86.0,84.0,4.357,400.0,0.0,88.0,6151.29
2023-10-08 12:56:14+00:00,572877,145.0,86.0,84.0,4.357,400.0,0.0,88.0,6155.46
2023-10-08 12:56:15+00:00,573272,145.0,86.0,84.0,4.339,395.0,0.0,88.0,6159.88
2023-10-08 12:56:16+00:00,573665,145.0,86.0,84.0,4.339,393.0,0.0,88.0,6163.78
2023-10-08 12:56:17+00:00,574056,145.0,86.0,84.0,4.339,391.0,0.0,89.0,6167.61
2023-10-08 12:56:18+00:00,574443,146.0,86.0,84.0,4.32,387.0,0.0,89.0,6172.03
2023-10-08 12:56:19+00:00,574825,145.0,86.0,84.0,4.301,382.0,0.0,89.0,6175.32
2023-10-08 12:56:20+00:00,575203,145.0,86.0,84.0,4.292,378.0,0.0,89.0,6178.31
2023-10-08 12:56:21+00:00,575571,145.0,86.0,84.0,4.199,368.0,0.0,89.0,6182.78
2023-10-08 12:56:22+00:00,575932,146.0,86.0,84.0,4.124,361.0,0.0,89.0,6187.49
2023-10-08 12:56:23+00:00,576300,146.0,86.0,84.0,4.124,368.0,0.0,89.0,6192.02
2023-10-08 12:56:24+00:00,576670,146.0,86.0,84.0,4.171,370.0,0.0,89.0,6195.93
2023-10-08 12:56:25+00:00,577038,146.0,86.0,84.0,4.208,368.0,0.0,89.0,6200.29
2023-10-08 12:56:26+00:00,577408,145.0,86.0,84.0,4.217,370.0,0.0,89.0,6204.87
2023-10-08 12:56:27+00:00,577781,145.0,86.0,84.0,4.227,373.0,0.0,89.0,6209.19
2023-10-08 12:56:28+00:00,578161,145.0,86.0,84.0,4.264,380.0,0.0,89.0,6214.39
2023-10-08 12:56:29+00:00,578542,145.0,86.0,84.0,4.264,381.0,0.0,88.0,6219.6
2023-10-08 12:56:30+00:00,578938,145.0,86.0,84.0,4.339,396.0,0.0,88.0,6225.06
2023-10-08 12:56:31+00:00,579346,145.0,86.0,84.0,4.413,408.0,0.0,88.0,6229.52
2023-10-08 12:56:32+00:00,579771,145.0,86.0,84.0,4.497,425.0,0.0,89.0,6234.07
2023-10-08 12:56:33+00:00,580197,146.0,86.0,84.0,4.497,426.0,0.0,89.0,6239.2
2023-10-08 12:56:34+00:00,580623,145.0,86.0,84.0,4.497,426.0,0.0,89.0,6243.88
2023-10-08 12:56:35+00:00,581049,146.0,86.0,84.0,4.535,426.0,0.0,88.0,6248.51
2023-10-08 12:56:36+00:00,581469,146.0,86.0,84.0,4.535,420.0,0.0,88.0,6251.9
2023-10-08 12:56:37+00:00,581885,146.0,86.0,84.0,4.535,416.0,0.0,88.0,6256.82
2023-10-08 12:56:38+00:00,582295,147.0,86.0,84.0,4.497,410.0,0.0,88.0,6260.59
2023-10-08 12:56:39+00:00,582703,148.0,86.0,84.0,4.479,408.0,0.0,88.0,6264.73
2023-10-08 12:56:40+00:00,583107,148.0,86.0,84.0,4.469,404.0,0.0,88.0,6268.1
2023-10-08 12:56:41+00:00,583509,149.0,86.0,84.0,4.451,402.0,0.0,88.0,6272.52
2023-10-08 12:56:42+00:00,583907,148.0,86.0,84.0,4.423,398.0,0.0,88.0,6276.05
2023-10-08 12:56:43+00:00,584300,148.0,86.0,84.0,4.413,393.0,0.0,88.0,6279.79
2023-10-08 12:56:44+00:00,584692,149.0,86.0,84.0,4.395,392.0,0.0,88.0,6283.7
2023-10-08 12:56:45+00:00,585089,149.0,86.0,84.0,4.367,397.0,0.0,88.0,6287.74
2023-10-08 12:56:46+00:00,585484,149.0,86.0,84.0,4.339,395.0,0.0,88.0,6291.78
2023-10-08 12:56:47+00:00,585877,149.0,86.0,84.0,4.329,393.0,0.0,88.0,6296.54
2023-10-08 12:56:48+00:00,586271,149.0,86.0,84.0,4.329,394.0,0.0,88.0,6301.05
2023-10-08 12:56:49+00:00,586670,149.0,86.0,84.0,4.348,399.0,0.0,88.0,6305.14
2023-10-08 12:56:50+00:00,587069,149.0,86.0,84.0,4.348,399.0,0.0,88.0,6309.37
2023-10-08 12:56:51+00:00,587467,149.0,86.0,84.0,4.339,398.0,0.0,88.0,6313.69
2023-10-08 12:56:52+00:00,587860,149.0,86.0,84.0,4.311,393.0,0.0,88.0,6317.39
2023-10-08 12:56:53+00:00,588246,150.0,86.0,84.0,4.273,386.0,0.0,88.0,6321.87
2023-10-08 12:56:54+00:00,588632,149.0,86.0,84.0,4.199,386.0,0.0,88.0,6325.83
2023-10-08 12:56:55+00:00,589017,149.0,86.0,84.0,4.199,385.0,0.0,89.0,6329.69
2023-10-08 12:56:56+00:00,589400,148.0,86.0,84.0,4.171,383.0,0.0,89.0,6334.46
2023-10-08 12:56:57+00:00,589781,149.0,86.0,84.0,4.171,381.0,0.0,88.0,6338.19
2023-10-08 12:56:58+00:00,590155,148.0,86.0,84.0,4.152,374.0,0.0,88.0,6342.25
2023-10-08 12:56:59+00:00,590518,147.0,86.0,84.0,4.161,363.0,0.0,88.0,6347.07
2023-10-08 12:57:00+00:00,590880,147.0,86.0,84.0,4.161,362.0,0.0,88.0,6351.53
2023-10-08 12:57:01+00:00,591253,147.0,86.0,84.0,4.227,373.0,0.0,89.0,6355.11
2023-10-08 12:57:02+00:00,591634,147.0,86.0,84.0,4.227,381.0,0.0,89.0,6359.13
2023-10-08 12:57:03+00:00,592013,147.0,86.0,84.0,4.208,379.0,0.0,89.0,6363.53
2023-10-08 12:57:04+00:00,592390,147.0,86.0,84.0,4.199,377.0,0.0,89.0,6368.0
2023-10-08 12:57:05+00:00,592763,147.0,86.0,84.0,4.199,373.0,0.0,89.0,6372.76
2023-10-08 12:57:06+00:00,593140,147.0,86.0,84.0,4.227,377.0,0.0,89.0,6377.05
2023-10-08 12:57:07+00:00,593531,147.0,86.0,84.0,4.292,391.0,0.0,89.0,6381.42
2023-10-08 12:57:08+00:00,593923,147.0,86.0,84.0,4.301,392.0,0.0,89.0,6385.89
2023-10-08 12:57:09+00:00,594316,147.0,86.0,84.0,4.311,393.0,0.0,88.0,6389.78
2023-10-08 12:57:10+00:00,594709,147.0,86.0,84.0,4.311,393.0,0.0,88.0,6393.75
2023-10-08 12:57:11+00:00,595092,146.0,86.0,84.0,4.301,383.0,0.0,88.0,6397.49
2023-10-08 12:57:12+00:00,595471,145.0,86.0,84.0,4.283,379.0,0.0,88.0,6401.74
2023-10-08 12:57:13+00:00,595846,145.0,86.0,84.0,4.264,375.0,0.0,88.0,6406.05
2023-10-08 12:57:14+00:00,596224,145.0,86.0,84.0,4.264,378.0,0.0,88.0,6409.42
2023-10-08 12:57:15+00:00,596601,145.0,86.0,84.0,4.264,377.0,0.0,88.0,6413.66
2023-10-08 12:57:16+00:00,596977,144.0,86.0,84.0,4.236,376.0,0.0,88.0,6417.85
2023-10-08 12:57:17+00:00,597351,144.0,86.0,84.0,4.236,374.0,0.0,87.0,6421.82
2023-10-08 12:57:18+00:00,597723,144.0,86.0,84.0,4.227,372.0,0.0,87.0,6425.7
2023-10-08 12:57:19+00:00,598092,145.0,85.0,84.0,4.217,369.0,0.0,87.0,6429.92
2023-10-08 12:57:20+00:00,598460,144.0,85.0,84.0,4.208,368.0,0.0,87.0,6433.69
2023-10-08 12:57:21+00:00,598827,144.0,85.0,84.0,4.208,367.0,0.0,87.0,6438.04
2023-10-08 12:57:22+00:00,599192,144.0,85.0,84.0,4.189,365.0,0.0,87.0,6441.86
2023-10-08 12:57:23+00:00,599557,144.0,85.0,84.0,4.189,365.0,0.0,87.0,6445.9
2023-10-08 12:57:24+00:00,599921,144.0,85.0,84.0,4.18,364.0,0.0,88.0,6450.48
2023-10-08 12:57:25+00:00,600283,144.0,85.0,84.0,4.18,362.0,0.0,88.0,6454.8
2023-10-08 12:57:26+00:00,600647,144.0,85.0,84.0,4.18,364.0,0.0,88.0,6458.87
2023-10-08 12:57:27+00:00,601016,145.0,85.0,84.0,4.18,369.0,0.0,88.0,6462.8
2023-10-08 12:57:28+00:00,601387,144.0,85.0,84.0,4.18,371.0,0.0,88.0,6466.21
2023-10-08 12:57:29+00:00,601754,145.0,85.0,84.0,4.171,367.0,0.0,88.0,6469.91
2023-10-08 12:57:30+00:00,602122,145.0,85.0,84.0,4.161,368.0,0.0,88.0,6475.03
2023-10-08 12:57:31+00:00,602491,145.0,85.0,84.0,4.161,369.0,0.0,88.0,6480.01
2023-10-08 12:57:32+00:00,602861,144.0,85.0,84.0,4.161,370.0,0.0,88.0,6484.64
2023-10-08 12:57:33+00:00,603237,145.0,85.0,84.0,4.171,376.0,0.0,88.0,6488.86
2023-10-08 12:57:34+00:00,603619,145.0,85.0,84.0,4.18,382.0,0.0,88.0,6493.25
2023-10-08 12:57:35+00:00,604003,146.0,85.0,84.0,4.18,384.0,0.0,88.0,6497.56
2023-10-08 12:57:36+00:00,604388,146.0,85.0,84.0,4.18,385.0,0.0,88.0,6501.79
2023-10-08 12:57:37+00:00,604774,147.0,85.0,84.0,4.18,386.0,0.0,88.0,6505.33
2023-10-08 12:57:38+00:00,605159,147.0,85.0,84.0,4.189,385.0,0.0,88.0,6510.0
2023-10-08 12:57:39+00:00,605539,146.0,85.0,84.0,4.18,380.0,0.0,88.0,6514.71
2023-10-08 12:57:40+00:00,605915,146.0,85.0,84.0,4.18,376.0,0.0,88.0,6519.81
2023-10-08 12:57:41+00:00,606290,147.0,85.0,84.0,4.189,375.0,0.0,88.0,6524.29
2023-10-08 12:57:42+00:00,606660,146.0,85.0,84.0,4.199,370.0,0.0,88.0,6528.92
2023-10-08 12:57:43+00:00,607032,147.0,85.0,84.0,4.208,372.0,0.0,88.0,6534.23
2023-10-08 12:57:44+00:00,607404,147.0,85.0,84.0,4.217,372.0,0.0,88.0,6538.28
2023-10-08 12:57:45+00:00,607778,147.0,85.0,84.0,4.227,374.0,0.0,88.0,6542.69
2023-10-08 12:57:46+00:00,608157,146.0,85.0,84.0,4.236,379.0,0.0,87.0,6547.08
2023-10-08 12:57:47+00:00,608539,147.0,85.0,84.0,4.236,382.0,0.0,88.0,6551.28
2023-10-08 12:57:48+00:00,608921,147.0,85.0,84.0,4.236,382.0,0.0,88.0,6555.3
2023-10-08 12:57:49+00:00,609302,147.0,85.0,84.0,4.236,381.0,0.0,88.0,6560.48
2023-10-08 12:57:50+00:00,609683,147.0,85.0,84.0,4.245,381.0,0.0,88.0,6564.66
2023-10-08 12:57:51+00:00,610066,147.0,85.0,84.0,4.255,383.0,0.0,88.0,6567.87
2023-10-08 12:57:52+00:00,610450,147.0,85.0,84.0,4.255,384.0,0.0,88.0,6572.06
2023-10-08 12:57:53+00:00,610831,148.0,85.0,84.0,4.245,381.0,0.0,88.0,6575.58
2023-10-08 12:57:54+00:00,611213,147.0,85.0,84.0,4.245,382.0,0.0,87.0,6580.92
2023-10-08 12:57:55+00:00,611597,147.0,85.0,84.0,4.245,384.0,0.0,87.0,6584.97
2023-10-08 12:57:56+00:00,611983,148.0,85.0,84.0,4.245,386.0,0.0,87.0,6589.04
2023-10-08 12:57:57+00:00,612369,148.0,85.0,84.0,4.245,386.0,0.0,87.0,6592.26
2023-10-08 12:57:58+00:00,612759,149.0,85.0,84.0,4.245,390.0,0.0,87.0,6596.39
2023-10-08 12:57:59+00:00,613147,147.0,85.0,84.0,4.227,388.0,0.0,87.0,6599.74
2023-10-08 12:58:00+00:00,613536,148.0,85.0,84.0,4.227,389.0,0.0,87.0,6604.06
2023-10-08 12:58:01+00:00,613925,148.0,85.0,84.0,4.217,389.0,0.0,87.0,6608.18
2023-10-08 12:58:02+00:00,614315,148.0,85.0,84.0,4.217,390.0,0.0,87.0,6611.65
2023-10-08 12:58:03+00:00,614704,147.0,85.0,84.0,4.217,389.0,0.0,87.0,6615.89
2023-10-08 12:58:04+00:00,615090,147.0,85.0,84.0,4.208,386.0,0.0,87.0,6620.33
2023-10-08 12:58:05+00:00,615471,148.0,85.0,84.0,4.199,381.0,0.0,87.0,6625.22
2023-10-08 12:58:06+00:00,615847,146.0,85.0,84.0,4.199,376.0,0.0,88.0,6629.29
2023-10-08 12:58:07+00:00,616217,147.0,85.0,84.0,4.208,370.0,0.0,88.0,6634.14
2023-10-08 12:58:08+00:00,616582,146.0,85.0,84.0,4.208,365.0,0.0,88.0,6639.29
2023-10-08 12:58:09+00:00,616945,146.0,85.0,84.0,4.208,363.0,0.0,88.0,6642.88
2023-10-08 12:58:10+00:00,617309,147.0,85.0,84.0,4.217,364.0,0.0,89.0,6647.63
2023-10-08 12:58:11+00:00,617672,146.0,85.0,84.0,4.227,363.0,0.0,89.0,6652.05
2023-10-08 12:58:12+00:00,618026,146.0,85.0,84.0,4.227,354.0,0.0,89.0,6657.15
2023-10-08 12:58:13+00:00,618379,146.0,85.0,84.0,4.227,353.0,0.0,89.0,6661.21
2023-10-08 12:58:14+00:00,618734,147.0,85.0,84.0,4.236,355.0,0.0,89.0,6666.61
2023-10-08 12:58:15+00:00,619091,147.0,85.0,84.0,4.236,357.0,0.0,90.0,6670.14
2023-10-08 12:58:16+00:00,619456,146.0,85.0,84.0,4.245,365.0,0.0,90.0,6674.37
2023-10-08 12:58:17+00:00,619828,146.0,85.0,84.0,4.245,372.0,0.0,89.0,6678.31
2023-10-08 12:58:18+00:00,620201,147.0,85.0,84.0,4.245,373.0,0.0,89.0,6682.28
2023-10-08 12:58:19+00:00,620575,146.0,85.0,84.0,4.245,374.0,0.0,89.0,6686.21
2023-10-08 12:58:20+00:00,620949,146.0,85.0,84.0,4.245,374.0,0.0,89.0,6691.22
2023-10-08 12:58:21+00:00,621324,145.0,85.0,84.0,4.245,375.0,0.0,88.0,6695.57
2023-10-08 12:58:22+00:00,621700,146.0,85.0,84.0,4.245,376.0,0.0,88.0,6700.58
2023-10-08 12:58:23+00:00,622078,146.0,85.0,84.0,4.255,378.0,0.0,88.0,6705.1
2023-10-08 12:58:24+00:00,622457,146.0,85.0,84.0,4.255,379.0,0.0,88.0,6709.19
2023-10-08 12:58:25+00:00,622838,146.0,85.0,84.0,4.264,381.0,0.0,88.0,6713.94
2023-10-08 12:58:26+00:00,623217,146.0,85.0,84.0,4.264,379.0,0.0,88.0,6717.9
2023-10-08 12:58:27+00:00,623595,146.0,85.0,84.0,4.264,378.0,0.0,89.0,6722.46
2023-10-08 12:58:28+00:00,623971,146.0,85.0,84.0,4.264,376.0,0.0,89.0,6727.09
2023-10-08 12:58:29+00:00,624345,146.0,85.0,84.0,4.264,374.0,0.0,89.0,6731.09
2023-10-08 12:58:30+00:00,624716,147.0,85.0,84.0,4.273,371.0,0.0,89.0,6735.76
2023-10-08 12:58:31+00:00,625084,147.0,85.0,84.0,4.273,368.0,0.0,89.0,6740.0
2023-10-08 12:58:32+00:00,625454,148.0,85.0,84.0,4.273,370.0,0.0,89.0,6744.21
2023-10-08 12:58:33+00:00,625821,148.0,85.0,84.0,4.273,367.0,0.0,89.0,6748.4
2023-10-08 12:58:34+00:00,626187,149.0,85.0,84.0,4.273,366.0,0.0,89.0,6752.97
2023-10-08 12:58:35+00:00,626556,149.0,85.0,84.0,4.283,369.0,0.0,89.0,6757.64
2023-10-08 12:58:36+00:00,626929,149.0,85.0,84.0,4.283,373.0,0.0,89.0,6760.94
2023-10-08 12:58:37+00:00,627304,149.0,85.0,84.0,4.283,375.0,0.0,88.0,6765.02
2023-10-08 12:58:38+00:00,627681,150.0,85.0,84.0,4.283,377.0,0.0,88.0,6769.48
2023-10-08 12:58:39+00:00,628060,149.0,85.0,84.0,4.273,379.0,0.0,88.0,6773.83
2023-10-08 12:58:40+00:00,628449,149.0,85.0,84.0,4.283,389.0,0.0,88.0,6777.82
2023-10-08 12:58:41+00:00,628841,148.0,85.0,84.0,4.283,392.0,0.0,88.0,6782.63
2023-10-08 12:58:42+00:00,629234,148.0,85.0,84.0,4.283,393.0,0.0,88.0,6788.0
2023-10-08 12:58:43+00:00,629627,147.0,85.0,84.0,4.283,393.0,0.0,88.0,6792.38
2023-10-08 12:58:44+00:00,630018,147.0,85.0,84.0,4.292,391.0,0.0,88.0,6796.94
2023-10-08 12:58:45+00:00,630406,147.0,85.0,84.0,4.292,388.0,0.0,88.0,6801.1
2023-10-08 12:58:46+00:00,630791,147.0,85.0,84.0,4.292,385.0,0.0,88.0,6805.46
2023-10-08 12:58:47+00:00,631175,147.0,85.0,84.0,4.301,384.0,0.0,88.0,6809.69
2023-10-08 12:58:48+00:00,631560,147.0,85.0,84.0,4.301,385.0,0.0,88.0,6813.4
2023-10-08 12:58:49+00:00,631973,147.0,85.0,84.0,4.301,413.0,0.0,88.0,6817.48
2023-10-08 12:58:50+00:00,632388,147.0,85.0,84.0,4.301,415.0,0.0,88.0,6821.34
2023-10-08 12:58:51+00:00,632806,147.0,85.0,84.0,4.292,418.0,0.0,88.0,6824.95
2023-10-08 12:58:52+00:00,633225,146.0,85.0,84.0,4.292,419.0,0.0,88.0,6829.2
2023-10-08 12:58:53+00:00,633645,147.0,85.0,84.0,4.283,420.0,0.0,88.0,6833.56
2023-10-08 12:58:54+00:00,634065,147.0,85.0,84.0,4.283,420.0,0.0,89.0,6838.23
2023-10-08 12:58:55+00:00,634482,147.0,85.0,84.0,4.283,417.0,0.0,38.0,6842.07
2023-10-08 12:58:56+00:00,634646,147.0,85.0,84.0,4.283,164.0,0.0,38.0,6846.7
2023-10-08 12:58:57+00:00,635016,147.0,85.0,84.0,4.283,370.0,0.0,60.0,6850.85
2023-10-08 12:58:58+00:00,635383,147.0,85.0,84.0,4.283,367.0,0.0,60.0,6856.07
2023-10-08 12:58:59+00:00,635794,148.0,85.0,84.0,4.283,411.0,0.0,83.0,6859.87
2023-10-08 12:59:00+00:00,636202,148.0,85.0,84.0,4.311,408.0,0.0,87.0,6864.15
2023-10-08 12:59:01+00:00,636608,147.0,85.0,84.0,4.311,406.0,0.0,88.0,6868.03
2023-10-08 12:59:02+00:00,637016,147.0,85.0,84.0,4.301,408.0,0.0,89.0,6872.22
2023-10-08 12:59:03+00:00,637419,147.0,85.0,84.0,4.245,403.0,0.0,89.0,6875.84
2023-10-08 12:59:04+00:00,637826,147.0,85.0,84.0,4.236,407.0,0.0,89.0,6880.01
2023-10-08 12:59:05+00:00,637826,147.0,85.0,84.0,4.208,78.0,0.0,21.0,6884.49
2023-10-08 12:59:06+00:00,637983,147.0,85.0,84.0,4.208,79.0,0.0,21.0,6889.68
2023-10-08 12:59:07+00:00,638362,147.0,85.0,84.0,4.227,379.0,0.0,88.0,6893.99
2023-10-08 12:59:08+00:00,638750,148.0,85.0,84.0,4.273,388.0,0.0,88.0,6898.59
2023-10-08 12:59:09+00:00,639139,148.0,85.0,84.0,4.273,389.0,0.0,88.0,6902.44
2023-10-08 12:59:10+00:00,639528,148.0,85.0,84.0,4.273,389.0,0.0,88.0,6906.44
2023-10-08 12:59:11+00:00,639913,148.0,85.0,84.0,4.273,385.0,0.0,89.0,6910.79
2023-10-08 12:59:12+00:00,640295,148.0,85.0,84.0,4.264,382.0,0.0,89.0,6915.04
